budget,genres,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 843, ""name"": ""cataclysm""}, {""id"": 4950, ""name"": ""code""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10641, ""name"": ""time capsule""}, {""id"": 10652, ""name"": ""astrophysicist""}, {""id"": 10655, ""name"": ""grieving widower""}, {""id"": 10657, ""name"": ""lexington massachusetts""}, {""id"": 10664, ""name"": ""westford massachusetts""}, {""id"": 157984, ""name"": ""prediction""}, {""id"": 169816, ""name"": ""researcher""}, {""id"": 191494, ""name"": ""numbers""}, {""id"": 191509, ""name"": ""news""}]",en,32.693093,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-03-19,155446362,121.0,Knowing,5.9,1486
50000000,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 7784, ""name"": ""hotel mom""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 170682, ""name"": ""lying""}, {""id"": 214633, ""name"": ""living with parents""}, {""id"": 215200, ""name"": ""pretend relationship""}]",en,18.806031,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Failure to Launch Productions"", ""id"": 84423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-10,88715192,97.0,Failure to Launch,5.5,399
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 745, ""name"": ""nun""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2565, ""name"": ""bath tub""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 5153, ""name"": ""son""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11289, ""name"": ""woman reporter""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 177185, ""name"": ""videotape""}, {""id"": 177201, ""name"": ""evil child""}]",en,32.233713,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-17,161451538,110.0,The Ring Two,5.4,632
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 815, ""name"": ""soulmates""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9094, ""name"": ""womanizer""}, {""id"": 9798, ""name"": ""law school""}, {""id"": 14532, ""name"": ""crazy""}, {""id"": 14534, ""name"": ""relationship""}]",en,37.990705,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-07-29,142851197,118.0,"Crazy, Stupid, Love.",7.0,2443
50000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 271, ""name"": ""competition""}, {""id"": 2248, ""name"": ""moderator""}, {""id"": 8133, ""name"": ""lasagne""}, {""id"": 195032, ""name"": ""garfield""}]",en,17.667826,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-10,200804534,80.0,Garfield,5.2,820
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 65, ""name"": ""holiday""}, {""id"": 207317, ""name"": ""christmas""}]",en,9.225166,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-24,0,99.0,Christmas with the Kranks,5.2,193
50000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 240, ""name"": ""underdog""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 4298, ""name"": ""teamwork""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 41153, ""name"": ""meeting""}, {""id"": 41604, ""name"": ""oakland california""}, {""id"": 158470, ""name"": ""strategy""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 204841, ""name"": ""statistics""}]",en,46.180421,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-22,110206216,133.0,Moneyball,7.0,1381
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1261, ""name"": ""river""}, {""id"": 1402, ""name"": ""general""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8803, ""name"": ""serum""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 17995, ""name"": ""epidemic""}, {""id"": 158025, ""name"": ""medical research""}]",en,30.397496,"[{""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-03-10,189859560,127.0,Outbreak,6.3,513
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 3800, ""name"": ""airplane""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 155238, ""name"": ""hijack""}, {""id"": 162914, ""name"": ""one night""}, {""id"": 184297, ""name"": ""mystery killer""}]",en,83.295796,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""LOVEFiLM International"", ""id"": 26387}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-26,222809600,106.0,Non-Stop,6.8,2268
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 3290, ""name"": ""laser""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 162365, ""name"": ""military""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 229053, ""name"": ""mountain""}]",en,23.935053,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-12,106303988,98.0,Race to Witch Mountain,5.5,509
54000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 703, ""name"": ""detective""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 3603, ""name"": ""fascist""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6086, ""name"": ""government""}, {""id"": 7525, ""name"": ""chancellor""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11476, ""name"": ""personification of satan""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 172391, ""name"": ""catholic priest""}, {""id"": 175949, ""name"": ""catholic guilt""}, {""id"": 189995, ""name"": ""jesuit""}, {""id"": 198331, ""name"": ""vengeful spirit""}, {""id"": 208647, ""name"": ""activist""}, {""id"": 208725, ""name"": ""irish catholic""}, {""id"": 214978, ""name"": ""vengeful""}, {""id"": 220888, ""name"": ""jesuit priest""}, {""id"": 221385, ""name"": ""gnosticism""}, {""id"": 221387, ""name"": ""occultism""}]",en,84.630969,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""F\u00fcnfte Babelsberg Film"", ""id"": 23889}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-15,132511035,132.0,V for Vendetta,7.7,4442
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 957, ""name"": ""indian territory""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11715, ""name"": ""arrow""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 228690, ""name"": ""imperial seal""}]",en,16.251204,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Birnbaum / Barber Productions"", ""id"": 58262}, {""name"": ""Jackie Chan Films Limited"", ""id"": 58263}, {""name"": ""All Knight Productions"", ""id"": 58264}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-02-06,88323487,115.0,Shanghai Knights,6.0,692
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 2598, ""name"": ""museum""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 9903, ""name"": ""balloon""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157984, ""name"": ""prediction""}, {""id"": 158022, ""name"": ""cargo ship""}, {""id"": 158023, ""name"": ""curiosity""}]",en,9.894346,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Universal Animation Studios"", ""id"": 5556}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-10,69834815,86.0,Curious George,6.2,106
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 830, ""name"": ""car race""}, {""id"": 6067, ""name"": ""victory""}, {""id"": 33885, ""name"": ""car""}, {""id"": 161630, ""name"": ""nascar""}, {""id"": 187056, ""name"": ""woman director""}]",en,12.050755,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-22,66002004,101.0,Herbie Fully Loaded,5.1,542
50000000,"[{""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1227, ""name"": ""cemetery""}, {""id"": 1384, ""name"": ""diamant""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 15127, ""name"": ""killer""}]",en,11.596207,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Furthur Films"", ""id"": 33433}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-28,100020092,113.0,Don't Say a Word,6.0,220
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11173, ""name"": ""troll""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 40931, ""name"": ""witchcraft""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 177894, ""name"": ""witch hunt""}, {""id"": 177900, ""name"": ""witch hunter""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 190022, ""name"": ""hansel and gretel""}, {""id"": 192655, ""name"": ""guns""}, {""id"": 209714, ""name"": ""3d""}]",en,53.02787,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-01-17,224803475,88.0,Hansel & Gretel: Witch Hunters,5.7,3239
50000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 596, ""name"": ""adultery""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 207767, ""name"": ""erotic thriller""}]",en,14.382253,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Unfaithful Filmproduktion GmbH & Co. KG"", ""id"": 58248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-10,119137784,124.0,Unfaithful,6.3,276
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 1308, ""name"": ""secret identity""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 188178, ""name"": ""teenage hero""}, {""id"": 211359, ""name"": ""alien teenager""}, {""id"": 212760, ""name"": ""interspecies romance""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 234694, ""name"": ""superpowers""}]",en,43.450266,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Bay Films"", ""id"": 6734}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-02-18,144492830,109.0,I Am Number Four,5.9,1567
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 139, ""name"": ""anti terror""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 589, ""name"": ""lebanon""}, {""id"": 591, ""name"": ""cia""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 593, ""name"": ""globalization""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 1269, ""name"": ""energy policy""}, {""id"": 5175, ""name"": ""petrol""}]",en,16.871194,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""4M"", ""id"": 20665}, {""name"": ""MID Foundation"", ""id"": 20666}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-23,94000000,128.0,Syriana,6.3,451
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1376, ""name"": ""assault rifle""}, {""id"": 3070, ""name"": ""mercenary""}, {""id"": 5272, ""name"": ""libya""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11115, ""name"": ""heroism""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 34061, ""name"": ""american abroad""}, {""id"": 34079, ""name"": ""death""}, {""id"": 209493, ""name"": ""21st century""}, {""id"": 214596, ""name"": ""cia agent""}, {""id"": 235476, ""name"": ""u.s. ambassador""}]",en,42.526529,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Bay Films"", ""id"": 6734}, {""name"": ""Latina Pictures"", ""id"": 19108}, {""name"": ""Dune Films"", ""id"": 19477}]","[{""iso_3166_1"": ""MT"", ""name"": ""Malta""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-13,69411370,144.0,13 Hours: The Secret Soldiers of Benghazi,7.0,938
50000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 128, ""name"": ""love triangle""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 209789, ""name"": ""day of the dead""}, {""id"": 209790, ""name"": ""bullfighting""}]",en,34.890999,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Reel FX Creative Studios"", ""id"": 2787}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}, {""name"": ""Chatrone"", ""id"": 79031}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,97437106,95.0,The Book of Life,7.3,755
45000000,"[{""id"": 53, ""name"": ""Thriller""}]","[{""id"": 974, ""name"": ""bank""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2350, ""name"": ""seattle""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 155584, ""name"": ""firewall""}]",en,18.186026,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Jon Shestack Productions"", ""id"": 10991}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2006-02-10,82800000,105.0,Firewall,5.6,267
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 417, ""name"": ""corruption""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 833, ""name"": ""white house""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 208633, ""name"": ""secret service agent""}]",en,13.576765,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-02-14,50068310,121.0,Absolute Power,6.4,223
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 493, ""name"": ""poem""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 4411, ""name"": ""sexism""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6092, ""name"": ""army""}, {""id"": 10850, ""name"": ""sexual harassment""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 11718, ""name"": ""feminist""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 159315, ""name"": ""mental health""}, {""id"": 161247, ""name"": ""drill instructor""}, {""id"": 162365, ""name"": ""military""}, {""id"": 185454, ""name"": ""u.s. military""}, {""id"": 191110, ""name"": ""army base""}, {""id"": 225707, ""name"": ""reconnaissance""}, {""id"": 225710, ""name"": ""sexual discrimination""}]",en,19.434672,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""First Independent Films"", ""id"": 1643}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Trap-Two-Zero Productions"", ""id"": 1646}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-22,48169156,125.0,G.I. Jane,6.0,395
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 3883, ""name"": ""danger of life""}, {""id"": 5732, ""name"": ""birthday party""}, {""id"": 173303, ""name"": ""surprising""}]",en,62.925175,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""A&B Producoes"", ""id"": 1519}, {""name"": ""Popaganda Films"", ""id"": 10164}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-12,109423648,129.0,The Game,7.5,1506
50000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 1299, ""name"": ""monster""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 2871, ""name"": ""burning of witches""}, {""id"": 3002, ""name"": ""fog""}, {""id"": 3032, ""name"": ""suffering""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12446, ""name"": ""another dimension""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 13031, ""name"": ""creature""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 40929, ""name"": ""witch burning""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 157444, ""name"": ""dismemberment""}, {""id"": 161264, ""name"": ""religious fanatic""}, {""id"": 166701, ""name"": ""ghost town""}, {""id"": 179878, ""name"": ""sleepwalking""}]",en,32.927994,"[{""name"": ""Silent Hill DCP Inc."", ""id"": 341}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Konami"", ""id"": 55914}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-21,97607453,125.0,Silent Hill,6.3,1067
0,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 579, ""name"": ""american football""}, {""id"": 4112, ""name"": ""strike""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8338, ""name"": ""coach""}, {""id"": 9789, ""name"": ""misfit""}, {""id"": 155791, ""name"": ""american football player""}]",en,14.837288,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-07,0,118.0,The Replacements,6.1,203
50000000,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 18187, ""name"": ""family reunion""}, {""id"": 33451, ""name"": ""masturbation""}, {""id"": 161158, ""name"": ""scat""}, {""id"": 161213, ""name"": ""high school reunion""}, {""id"": 179173, ""name"": ""quitting a job""}, {""id"": 179178, ""name"": ""milf""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,39.920035,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-04,234989584,113.0,American Reunion,6.1,1611
