budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day
58000000,1,4,45.351617,1,36,158162788,103.0,Goosebumps,6.2,995,1,2015,8,5
58000000,3,4,13.43573,1,2086,102854431,95.0,Just Like Heaven,6.5,579,1,2005,9,16
83000000,1,4,6.248309,5,2086,59468275,90.0,The Flintstones in Viva Rock Vegas,4.4,134,1,2000,4,28
63000000,3,4,31.294717,2,2086,189015611,102.0,Rambo III,5.7,690,1,1988,5,24
58000000,15,4,7.739276,1,93,41299492,114.0,Leatherheads,5.7,130,1,2008,3,24
58000000,185,4,14.403696,1,2086,85280250,103.0,Did You Hear About the Morgans?,5.1,276,1,2009,12,17
58000000,185,4,1.551497,1,2086,44000000,119.0,The Internship,6.1,1658,1,2013,6,7
60000000,1,4,2.143764,1,1,300228084,97.0,Resident Evil: Afterlife,5.8,1363,1,2010,9,9
58000000,2,4,12.29603,1,2086,50365377,125.0,Red Tails,5.9,178,1,2012,1,19
57000000,5,4,33.8473,1,93,152944660,144.0,The Devil's Advocate,7.2,1374,1,1997,10,17
70000000,185,4,21.723897,2,2086,58058367,116.0,That's My Boy,5.5,453,1,2012,6,14
57000000,5,4,31.791979,33,2086,115267375,103.0,DragonHeart,6.4,535,1,1996,5,31
60000000,1,4,14.113066,2,2086,61347797,97.0,After the Sunset,6.0,226,1,2004,11,12
57000000,2,4,48.622278,1,6,149217355,95.0,Ghost Rider: Spirit of Vengeance,4.7,1135,1,2011,12,10
57000000,10,4,9.061866,1,4,62112895,131.0,Captain Corelli's Mandolin,5.5,145,1,2001,8,17
56000000,1,4,35.4763,1,66,113006880,95.0,The Pacifier,5.8,842,1,2005,3,4
56000000,1,4,23.438398,1,2086,57223890,86.0,Walking Tall,6.0,381,1,2004,4,2
55000000,61,4,138.133331,46,2086,677945399,142.0,Forrest Gump,8.2,7927,1,1994,7,6
60000000,1,4,47.336034,1,2086,361366633,92.0,Alvin and the Chipmunks,5.5,1177,1,2007,12,13
55000000,82,4,29.97224,1,2086,330444045,108.0,Meet the Parents,6.6,1698,1,2000,10,6
55000000,1,4,47.845589,8,2086,346079773,81.0,Pocahontas,6.7,1457,1,1995,6,14
55000000,6,4,48.507081,2,141,300218018,143.0,Superman,6.9,1022,1,1978,12,13
54000000,2,4,20.28119,6,2086,128769345,95.0,The Nutty Professor,5.4,702,1,1996,6,26
70000000,61,4,34.576913,1,2086,368100420,118.0,Hitch,6.4,1665,1,2005,2,10
55000000,82,4,36.194802,1,2086,231449203,103.0,American Wedding,6.0,1129,1,2003,8,1
55000000,13,4,52.786917,28,2086,95000000,134.0,Captain Phillips,7.6,2454,1,2013,10,10
55000000,185,4,38.06168,1,2086,152263880,97.0,Date Night,5.9,1122,1,2010,4,8
50000000,6,4,19.830132,1,2086,287928194,100.0,Casper,6.0,1019,1,1995,5,26
55000000,3,4,79.922059,1,2086,192330738,132.0,The Equalizer,7.1,2954,1,2014,9,24
55000000,61,4,19.738215,1,2086,154906693,105.0,Maid in Manhattan,5.6,485,1,2002,12,13
53000000,2,4,20.334629,2,2086,157387195,116.0,Crimson Tide,7.0,498,1,1995,5,12
55000000,195,4,80.581367,1,2086,307077295,117.0,The Pursuit of Happyness,7.7,2525,1,2006,12,14
55000000,5,4,32.05145,2,2086,223387299,98.0,Flightplan,6.1,772,1,2005,9,22
55000000,1,4,15.064058,1,2086,214015089,123.0,Disclosure,5.9,210,1,1994,12,9
55000000,3,4,21.272734,1,11,198685114,114.0,City of Angels,6.4,529,1,1998,4,10
30000000,10,4,79.754966,2,2086,180949000,111.0,Kill Bill: Vol. 1,7.7,4949,1,2003,10,10
30000000,25,4,50.622607,2,2086,152159461,136.0,Kill Bill: Vol. 2,7.6,3948,1,2004,4,16
55000000,3,4,29.498304,33,2086,149022650,104.0,Death Becomes Her,6.3,636,1,1992,7,30
55000000,1,4,25.400935,1,6,56932305,110.0,Shanghai Noon,6.2,735,1,2000,5,26
55000000,11,4,17.231675,5,2086,121969216,133.0,Executive Decision,5.8,256,1,1996,3,15
55000000,18,4,32.835777,2,2086,187361754,94.0,Mr. Popper's Penguins,5.7,751,1,2011,6,17
55000000,9,4,17.097041,1,7,127906624,104.0,The Forbidden Kingdom,6.3,461,1,2008,4,18
55000000,18,4,14.414937,1,2086,110000000,91.0,Free Birds,5.7,254,1,2013,10,30
55000000,1,4,7.027139,6,1,141047179,134.0,Evita,5.9,120,1,1996,12,14
55000000,1,4,32.657488,1,11,41610884,122.0,Ronin,6.7,658,1,1998,9,25
50000000,9,4,12.46525,1,93,75000000,109.0,The Ghost and the Darkness,6.4,236,1,1996,10,11
55000000,7,4,39.882276,1,67,259207227,95.0,Paddington,7.0,883,1,2014,11,27
68000000,185,4,39.395881,1,2086,68267862,98.0,The Watch,5.3,881,1,2012,7,26
55000000,8,4,8.634954,1,2086,34234008,94.0,The Hunted,6.0,189,1,2003,3,11
55000000,185,4,8.802525,1,2086,33828318,118.0,Stuck on You,5.1,188,1,2003,12,10
60000000,1,4,23.700759,1,67,118338361,88.0,The Pirates! In an Adventure with Scientists!,6.4,374,1,2012,3,12
55000000,7,4,27.50916,1,2086,113020255,141.0,Changeling,7.3,1131,1,2008,1,30
50000000,2,4,20.58862,1,2086,60209334,107.0,Chain Reaction,5.3,284,1,1996,8,2
55000000,11,4,4.366488,1,2086,18626419,116.0,The Fan,5.7,194,1,1996,8,15
70000000,1,4,18.927463,1,141,154648887,143.0,The Phantom of the Opera,7.0,438,1,2004,12,8
55000000,10,4,15.274137,1,67,74237563,114.0,Elizabeth: The Golden Age,6.6,303,1,2007,9,9
56000000,14,4,4.362535,1,2086,12923936,214.0,Gods and Generals,6.1,48,1,2003,2,21
55000000,18,4,4.700024,1,2086,11466088,100.0,Turbulence,5.2,62,1,1997,1,9
50000000,1,4,14.808304,1,2086,80383290,112.0,Muppets Most Wanted,6.2,316,1,2014,3,20
57000000,2,4,9.27875,1,3,28283637,95.0,Thunderbirds,4.2,91,1,2004,7,23
55000000,89,4,22.863516,1,2086,89519773,119.0,Burlesque,6.9,573,1,2010,11,23
2000000,89,4,23.962109,1,141,9250000,153.0,Lolita,7.3,395,1,1962,6,13
55000000,32,4,12.669778,33,2086,6416302,96.0,D-Tox,5.3,123,1,2002,1,4
54000000,1,4,67.169587,1,93,155010032,117.0,Blade II,6.2,1528,1,2002,3,22
55000000,195,4,41.472404,1,2086,168167691,123.0,Seven Pounds,7.5,2039,1,2008,12,18
55000000,25,4,22.503935,1,4,9489829,92.0,Bullet to the Head,5.2,481,1,2013,1,31
54000000,30,4,59.194915,46,4,136766062,162.0,The Godfather: Part III,7.1,1546,1,1990,12,24
57000000,61,4,22.894898,1,2086,52034889,123.0,Elizabethtown,6.1,327,1,2005,10,6
54000000,82,4,18.600367,1,2086,130431368,108.0,"You, Me and Dupree",5.4,407,1,2006,7,14
54000000,6,4,30.515175,2,141,190458706,127.0,Superman II,6.5,629,1,1980,12,4
54000000,195,4,9.053456,1,2086,7266209,121.0,Gigli,3.5,104,1,2003,8,1
55000000,34,4,7.768223,1,2086,9450897,125.0,All the King's Men,5.7,95,1,2006,9,10
46000000,5,4,19.643365,3,93,107196498,99.0,Shaft,5.5,308,1,2000,6,15
53000000,18,4,45.565918,1,2086,139804348,94.0,Anastasia,7.4,1432,1,1997,11,20
52500000,10,4,57.374341,1,36,179213434,127.0,Moulin Rouge!,7.4,1300,1,2001,3,9
75000000,2,4,8.41856,46,2086,54249294,89.0,Domestic Disturbance,5.4,113,1,2001,10,30
53000000,21,4,46.049902,1,141,98837872,122.0,Black Mass,6.3,1242,1,2015,9,4
90000000,1,4,23.9366,2,2086,65900249,132.0,Flags of Our Fathers,6.7,526,1,2006,10,18
53000000,8,4,49.593978,1,2086,126690726,109.0,Law Abiding Citizen,7.2,1486,1,2009,10,15
67000000,1,4,16.637642,1,2086,25037897,191.0,Grindhouse,6.8,459,1,2007,4,6
52000000,22,4,73.944049,1,2086,352114312,141.0,Catch Me If You Can,7.7,3795,1,2002,12,25
40000000,1,4,38.306954,1,2086,132820716,157.0,Zero Dark Thirty,6.7,1702,1,2012,12,19
52000000,17,4,26.251217,1,2086,204999686,106.0,The Break-Up,5.6,832,1,2006,6,1
52000000,82,4,30.780599,1,22,609841637,108.0,Mamma Mia!,6.4,1386,1,2008,7,3
52000000,82,4,25.41929,1,2086,216485654,125.0,Valentine's Day,5.7,1013,1,2010,2,10
50000000,15,4,15.98212,1,2086,110803676,104.0,The Dukes of Hazzard,5.1,316,1,2005,8,5
52000000,14,4,40.072583,1,66,98126565,170.0,The Thin Red Line,7.2,771,1,1998,12,25
52000000,185,4,32.015477,1,2086,75450437,112.0,The Change-Up,5.9,736,1,2011,8,5
82000000,61,4,24.444186,1,2086,47434430,118.0,Man on the Moon,6.9,435,1,1999,12,22
52000000,22,4,40.06688,1,33,116112375,178.0,Casino,7.8,1307,1,1995,11,22
52000000,25,4,27.916284,1,3,52826594,92.0,From Paris with Love,6.1,675,1,2010,2,5
51000000,18,4,10.430832,2,93,72779000,90.0,Barnyard,5.3,225,1,2006,8,4
50000000,4,4,94.815867,2,2086,709827462,130.0,The Twilight Saga: New Moon,5.6,2436,1,2009,3,15
60000000,5,4,67.298732,5,2086,484409218,90.0,Shrek,7.3,4056,1,2001,5,16
50200000,1,4,26.60772,1,2086,127869379,106.0,The Adjustment Bureau,6.5,1652,1,2011,3,3
48000000,9,4,28.803729,3,2086,390493908,143.0,Robin Hood: Prince of Thieves,6.6,909,1,1991,6,14
50000000,61,4,27.039636,2,2086,273552592,139.0,Jerry Maguire,6.7,913,1,1996,12,6
50000000,4,4,68.87691,1,2086,549368315,106.0,Ted,6.3,4697,1,2012,6,29
50000000,82,4,37.885022,2,2086,314178011,139.0,As Good as It Gets,7.2,915,1,1997,12,19
50000000,68,4,35.537397,1,2086,202292902,115.0,Patch Adams,7.0,832,1,1998,12,25
50000000,185,4,38.125008,1,2086,173649015,119.0,Anchorman 2: The Legend Continues,6.0,923,1,2013,12,18
50000000,82,4,18.121404,1,2086,171269535,96.0,Mr. Deeds,5.6,644,1,2002,6,28
50000000,4,4,37.069253,1,2086,260095987,112.0,Super 8,6.6,2435,1,2011,6,8
52000000,195,4,30.347332,1,2086,256271286,131.0,Erin Brockovich,7.1,716,1,2000,3,17
50000000,82,4,23.854701,46,93,177371441,116.0,How to Lose a Guy in 10 Days,6.3,850,1,2003,2,7
50000000,2,4,52.380982,1,2086,188441614,112.0,22 Jump Street,7.0,3319,1,2014,6,5
60000000,1,4,50.163785,1,2086,223664608,123.0,Interview with the Vampire,7.2,1516,1,1994,11,11
70000000,185,4,43.849351,1,2086,225990978,104.0,Yes Man,6.4,1813,1,2008,12,9
50000000,17,4,45.318703,1,2086,216972543,107.0,Central Intelligence,6.2,1650,1,2016,6,15
50000000,185,4,38.616744,1,2086,242786137,96.0,Daddy's Home,5.8,854,1,2015,12,25
50000000,1,4,65.90161,1,2086,212902372,125.0,Into the Woods,5.6,1652,1,2014,12,25
45000000,30,4,45.220386,1,2086,184376254,129.0,Inside Man,7.3,1630,1,2006,3,23
90000000,8,4,17.457947,1,2086,161626121,100.0,Payback,6.7,548,1,1999,2,5
50000000,2,4,10.755847,1,2086,152022101,109.0,Congo,5.0,213,1,1995,6,9
50000000,3,4,38.629763,1,2086,120081841,124.0,We Bought a Zoo,6.5,909,1,2011,12,22
50000000,2,4,32.693093,1,1,155446362,121.0,Knowing,5.9,1486,1,2009,3,19
50000000,185,4,18.806031,1,2086,88715192,97.0,Failure to Launch,5.5,399,1,2006,3,10
50000000,9,4,32.233713,1,2086,161451538,110.0,The Ring Two,5.4,632,1,2005,3,17
50000000,61,4,37.990705,23,2086,142851197,118.0,"Crazy, Stupid, Love.",7.0,2443,1,2011,7,29
50000000,18,4,17.667826,1,2086,200804534,80.0,Garfield,5.2,820,1,2004,6,10
50000000,195,4,46.180421,1,2086,110206216,133.0,Moneyball,7.0,1381,1,2011,9,22
50000000,2,4,30.397496,1,2086,189859560,127.0,Outbreak,6.3,513,1,1995,3,10
50000000,1,4,83.295796,1,11,222809600,106.0,Non-Stop,6.8,2268,1,2014,1,26
50000000,1,4,23.935053,1,2086,106303988,98.0,Race to Witch Mountain,5.5,509,1,2009,3,12
54000000,1,4,84.630969,1,22,132511035,132.0,V for Vendetta,7.7,4442,1,2006,3,15
50000000,1,4,16.251204,1,6,88323487,115.0,Shanghai Knights,6.0,692,1,2003,2,6
50000000,9,4,9.894346,1,2086,69834815,86.0,Curious George,6.2,106,1,2006,2,10
50000000,1,4,12.050755,1,2086,66002004,101.0,Herbie Fully Loaded,5.1,542,1,2005,6,22
50000000,10,4,11.596207,1,36,100020092,113.0,Don't Say a Word,6.0,220,1,2001,9,28
50000000,9,4,14.382253,1,2086,119137784,124.0,Unfaithful,6.3,276,1,2002,5,10
50000000,3,4,43.450266,1,2086,144492830,109.0,I Am Number Four,5.9,1567,1,2011,2,18
50000000,34,4,16.871194,1,2086,94000000,128.0,Syriana,6.3,451,1,2005,11,23
50000000,1,4,42.526529,1,1,69411370,144.0,13 Hours: The Secret Soldiers of Benghazi,7.0,938,1,2016,1,13
50000000,1,4,34.890999,1,6,97437106,95.0,The Book of Life,7.3,755,1,2014,10,1
45000000,10,4,18.186026,1,8,82800000,105.0,Firewall,5.6,267,1,2006,2,10
50000000,30,4,13.576765,1,2086,50068310,121.0,Absolute Power,6.4,223,1,1997,2,14
50000000,8,4,19.434672,1,2086,48169156,125.0,G.I. Jane,6.0,395,1,1997,8,22
50000000,6,4,62.925175,1,2086,109423648,129.0,The Game,7.5,1506,1,1997,9,12
50000000,13,4,32.927994,1,1,97607453,125.0,Silent Hill,6.3,1067,1,2006,4,21
50000000,185,4,39.920035,33,2086,234989584,113.0,American Reunion,6.1,1611,1,2012,4,4
50000000,2,4,28.725621,3,93,44547681,140.0,The Negotiator,6.8,582,1,1998,7,29
50000000,32,4,20.566554,1,2086,160602194,89.0,Into the Storm,5.8,817,1,2014,8,6
50000000,17,4,20.333953,2,2086,119208989,104.0,Beverly Hills Cop III,5.5,434,1,1994,5,24
50000000,1,4,33.98637,2,2086,41482207,106.0,Gremlins 2: The New Batch,6.2,652,1,1990,6,15
50000000,195,4,42.472324,1,2086,83719388,141.0,The Judge,7.2,1417,1,2014,10,8
45000000,4,4,29.880122,1,1,129394835,94.0,Resident Evil: Apocalypse,6.1,1267,1,2004,9,10
50000000,82,4,28.803802,1,1,40203020,108.0,Bridget Jones: The Edge of Reason,6.1,750,1,2004,11,10
50000000,11,4,14.993459,1,2086,55495563,105.0,Out of Time,6.1,298,1,2003,10,3
50000000,32,4,9.114168,23,2086,49000000,102.0,On Deadly Ground,4.5,104,1,1994,2,18
50000000,2,4,12.31101,1,2086,69425966,92.0,The Adventures of Sharkboy and Lavagirl,4.4,269,1,2005,6,10
40000000,1,4,41.362082,1,141,144056873,119.0,The Beach,6.3,1233,1,2000,2,11
50000000,19,4,13.298205,1,2086,49718611,119.0,Raising Helen,5.9,189,1,2004,5,27
40000000,25,4,19.085403,1,93,60462347,99.0,Ninja Assassin,6.2,371,1,2009,9,29
50000000,10,4,11.106006,2,2086,113309743,115.0,Striptease,4.4,205,1,1996,6,28
50000000,7,4,12.25622,25,2086,83761844,87.0,Marmaduke,5.0,149,1,2010,6,4
50000000,5,4,13.365715,1,2086,105197635,129.0,Hereafter,5.8,510,1,2010,10,15
50000000,30,4,16.167093,1,2086,56714147,120.0,Murder by Numbers,6.0,268,1,2002,4,19
50000000,5,4,23.073933,1,33,30303072,132.0,Assassins,6.0,387,1,1995,10,6
50000000,30,4,6.567065,1,1,82169884,121.0,Hannibal Rising,6.0,654,1,2007,2,6
50000000,61,4,6.22577,1,2086,58900031,95.0,The Story of Us,5.9,75,1,1999,10,13
44000000,1,4,42.933027,1,2086,63327201,125.0,The Host,6.0,1817,1,2013,3,22
50000000,2,4,19.226763,1,2086,42792561,98.0,Basic,6.2,286,1,2003,4,18
50000000,13,4,10.089065,2,2086,26199517,110.0,Blood Work,6.1,206,1,2002,8,4
50000000,10,4,13.391833,1,22,60161391,118.0,The International,6.0,368,1,2009,2,3
50000000,7,4,21.637234,2,2086,42277365,97.0,Escape from L.A.,5.6,373,1,1996,8,9
70000000,2,4,61.245957,1,2086,23159305,86.0,The Iron Giant,7.6,1436,1,1999,8,6
50000000,2,4,25.237969,1,2086,34808403,119.0,The Life Aquatic with Steve Zissou,7.1,775,1,2004,12,10
50000000,1,4,21.589393,1,2086,25035950,139.0,Free State of Jones,6.6,428,1,2016,6,24
50000000,10,4,22.442241,1,22,38955598,130.0,The Life of David Gale,7.3,480,1,2003,2,21
50000000,3,4,74.64653,1,2086,71561644,114.0,Run All Night,6.3,1148,1,2015,3,11
51500000,4,4,35.481169,1,1,55112356,100.0,Eastern Promises,7.2,848,1,2007,9,14
50000000,2,4,14.723467,1,2086,44434439,110.0,Into the Blue,5.8,458,1,2005,9,30
60000000,2,7,21.084542,2,19,66976317,148.0,The Messenger: The Story of Joan of Arc,6.2,367,1,1999,10,18
49900000,185,4,21.408222,1,2086,26121638,102.0,Your Highness,5.2,501,1,2011,4,8
50000000,6,4,19.267479,1,66,38502340,84.0,Dream House,5.8,391,1,2011,9,30
50000000,13,4,3.314004,1,2086,10541523,114.0,Mad City,5.9,81,1,1997,11,7
50000000,2,4,21.312186,25,2086,16671505,99.0,Baby's Day Out,5.8,274,1,1994,7,1
50000000,10,4,7.44268,6,2086,10382407,135.0,The Scarlet Letter,5.5,108,1,1995,10,13
22000000,34,4,12.54949,1,3,24188922,108.0,Fair Game,6.5,235,1,2010,5,20
50000000,10,4,18.394571,1,11,22944502,127.0,Domino,6.0,444,1,2005,9,22
50000000,1,4,8.189406,46,2086,9851610,95.0,Jade,5.2,44,1,1995,10,13
50000000,13,4,27.631262,1,2086,40828540,95.0,Gamer,5.6,760,1,2009,9,3
60000000,3,4,40.721373,1,2086,60052138,124.0,Beautiful Creatures,5.6,984,1,2013,2,13
50000000,185,4,37.253774,1,2086,55969000,100.0,Zoolander 2,4.7,797,1,2016,2,6
50000000,19,4,6.397388,1,2086,6808550,88.0,The Big Bounce,5.0,76,1,2004,1,30
50000000,1,4,30.387148,1,2086,28931401,105.0,Drive Angry,5.3,600,1,2011,2,24
50000000,7,4,8.139676,1,1,12764201,97.0,Street Fighter: The Legend of Chun-Li,3.9,112,1,2009,2,27
49000000,6,4,21.746245,1,2086,72700000,87.0,The One,5.7,437,1,2001,11,2
49000000,1,4,2.808428,1,2086,20423389,104.0,The Adventures of Ford Fairlane,6.2,71,1,1990,7,11
50000000,23,4,31.02233,1,2,36348784,116.0,The Boat That Rocked,7.2,666,1,2009,4,1
48000000,4,4,25.170217,1,93,207515725,147.0,Traffic,6.9,562,1,2000,12,27
48000000,6,4,80.972475,4,2086,474171806,127.0,Indiana Jones and the Last Crusade,7.6,3152,1,1989,5,24
49000000,1,4,116.700319,1,1,104399548,120.0,Chappie,6.6,3062,1,2015,3,4
73000000,4,4,33.884459,1,2086,151493655,118.0,The Bone Collector,6.5,826,1,1999,11,4
48000000,30,4,53.043124,1,2086,196397415,111.0,Panic Room,6.5,1267,1,2002,3,29
75000000,15,4,34.973086,1,2086,108000000,114.0,Three Kings,6.6,692,1,1999,9,27
50000000,12,4,40.371098,1,1,3324330,137.0,Child 44,6.1,547,1,2015,3,15
48000000,3,4,18.60049,1,66,85498534,112.0,Rat Race,6.0,518,1,2001,7,30
48000000,8,4,30.920075,1,22,50315140,120.0,K-PAX,7.1,695,1,2001,10,22
48000000,2,4,19.348007,1,2086,90383208,93.0,Bedazzled,5.6,512,1,2000,10,19
58000000,1,4,8.59075,1,2086,25928721,127.0,The Cotton Club,6.6,68,1,1984,12,14
55000000,14,4,48.801089,1,2086,70016220,122.0,3:10 to Yuma,6.9,1188,1,2007,9,6
48000000,2,4,88.844777,1,33,325771424,109.0,Taken 3,6.1,2200,1,2014,12,16
48000000,2,4,16.000178,1,2086,77745568,123.0,Out of Sight,6.5,333,1,1998,6,26
47000000,2,4,19.525659,13,2086,102825796,96.0,The Cable Guy,5.7,594,1,1996,6,10
47000000,3,4,7.859226,15,2086,103738726,103.0,Dick Tracy,5.9,251,1,1990,6,15
48000000,1,4,18.102572,1,2086,124305181,113.0,The Thomas Crown Affair,6.6,339,1,1999,8,6
48000000,61,4,7.226115,28,2086,35743308,132.0,Riding in Cars with Boys,6.5,103,1,2001,10,19
15000000,3,4,63.071046,2,2086,125212904,93.0,First Blood,7.2,1488,1,1982,10,22
47000000,1,4,10.410933,1,93,38085778,75.0,Happily N'Ever After,4.6,104,1,2006,9,14
47000000,2,4,6.067212,1,2086,12379402,104.0,Mary Reilly,5.7,74,1,1996,2,23
38000000,82,4,15.401855,6,2086,299288605,105.0,My Best Friend's Wedding,6.3,584,1,1997,6,19
46000000,4,4,41.322708,1,2086,113714830,118.0,Insomnia,6.8,1148,1,2002,5,24
46000000,10,4,25.6713,1,2086,150000000,111.0,Star Trek: First Contact,7.0,661,1,1996,11,21
47000000,1,4,22.581313,23,2086,10539000,80.0,Jonah Hex,4.4,420,1,2010,6,18
46000000,1,4,12.971122,7,2086,100860818,117.0,Courage Under Fire,6.2,232,1,1996,7,4
45000000,185,4,26.721386,6,2086,181000000,86.0,Liar Liar,6.4,1424,1,1997,3,21
25000000,30,4,24.672234,1,67,15436808,127.0,The Infiltrator,6.6,573,1,2016,7,13
46000000,14,4,0.146783,1,1,5200000,140.0,Inchon,6.5,2,1,1981,5,4
46000000,6,4,28.964162,1,2086,341631208,91.0,The Flintstones,5.0,543,1,1994,5,26
45000000,25,4,49.353524,1,19,376141306,91.0,Taken 2,6.1,2757,1,2012,9,27
48000000,185,4,36.585509,1,2086,220673217,84.0,Scary Movie 3,5.8,912,1,2003,10,24
45000000,1,4,32.624355,2,2086,212000000,111.0,Miss Congeniality,6.1,961,1,2000,12,14
45000000,1,4,53.090422,1,2086,101702060,93.0,Journey to the Center of the Earth,5.8,1309,1,2008,7,10
40000000,2,4,30.002907,17,2086,95149435,113.0,The Princess Diaries 2: Royal Engagement,6.0,697,1,2004,8,6
45000000,4,4,17.923254,23,2086,195268056,141.0,The Pelican Brief,6.3,371,1,1993,12,16
45000000,2,4,17.746719,1,2086,117615211,119.0,The Client,6.4,278,1,1994,7,20
45000000,23,4,31.305336,1,2086,175372502,97.0,The Bucket List,7.0,1111,1,2007,12,25
45000000,8,4,19.637704,2,2086,178051587,117.0,Patriot Games,6.3,433,1,1992,6,4
43000000,17,4,10.411996,1,11,154749918,101.0,Monster-in-Law,5.6,406,1,2005,5,13
46000000,10,4,88.496873,1,2086,122126687,153.0,Prisoners,7.9,3085,1,2013,9,18
45000000,19,4,52.081131,1,36,104876233,122.0,Training Day,7.3,1634,1,2001,10,5
45000000,3,4,30.816341,1,2086,90683916,102.0,Galaxy Quest,6.9,710,1,1999,12,23
45000000,185,4,35.376971,1,66,141220678,83.0,Scary Movie 2,5.4,982,1,2001,7,4
45000000,1,4,17.047276,17,2086,165184237,103.0,The Muppets,6.5,501,1,2011,11,22
45000000,1,4,43.815492,1,2086,131183530,120.0,Blade,6.5,1905,1,1998,8,21
30000000,195,4,23.234651,1,93,76669806,136.0,Coach Carter,7.3,496,1,2005,1,14
45000000,5,4,17.270539,46,2086,94935764,89.0,Changing Lanes,5.9,299,1,2002,4,7
45000000,1,4,27.684779,1,1,136885767,89.0,Anaconda,4.7,610,1,1997,4,11
45000000,185,4,26.79781,4,2086,113916474,100.0,Coyote Ugly,5.8,575,1,2000,7,30
40000000,15,4,37.073127,1,141,244931766,135.0,Love Actually,7.0,1869,1,2003,9,7
120000000,9,4,87.350802,11,2086,363258859,95.0,A Bug's Life,6.8,2303,1,1998,11,25
35000000,17,4,26.134678,1,1,74558115,122.0,From Hell,6.6,741,1,2001,10,19
45000000,32,4,16.582709,1,1,170362582,110.0,The Specialist,5.5,313,1,1994,10,7
45000000,61,4,10.731574,3,2086,53854588,135.0,Tin Cup,5.9,150,1,1996,8,16
50000000,3,4,51.742065,1,2086,104478416,109.0,The Hitchhiker's Guide to the Galaxy,6.6,1315,1,2005,1,15
45000000,4,4,12.06538,1,1,148412065,94.0,Resident Evil: Extinction,6.1,1292,1,2007,9,20
40000000,185,4,44.120328,1,2086,123494610,117.0,Blended,6.6,1006,1,2014,5,21
45000000,2,4,6.156015,46,2086,38399961,112.0,Last Holiday,6.4,119,1,2006,1,13
45000000,30,4,31.856589,1,2086,82966152,131.0,Savages,6.2,766,1,2012,7,6
25000000,5,4,24.459948,26,93,56422687,94.0,Cellular,6.1,537,1,2004,9,6
40000000,1,4,28.029015,1,10,160583018,88.0,Johnny English,6.0,852,1,2003,4,6
50000000,2,4,20.239061,1,2086,55181129,88.0,The Ant Bully,5.5,366,1,2006,7,27
40000000,6,4,25.876582,2,2086,30925690,137.0,Dune,6.5,562,1,1984,12,14
35000000,89,4,20.360549,1,141,75225693,119.0,Revolutionary Road,6.7,796,1,2008,12,19
55000000,5,4,32.31022,1,11,65664721,105.0,16 Blocks,6.2,661,1,2006,3,1
70000000,7,4,27.568194,1,10,72108608,101.0,Babylon A.D.,5.4,676,1,2008,8,20
45000000,1,4,13.707183,1,66,57881056,86.0,Aliens in the Attic,5.3,244,1,2009,7,31
35000000,13,4,12.495436,1,2086,29400000,123.0,The Pledge,6.5,215,1,2001,1,9
45000000,10,4,6.803965,1,2086,38058335,134.0,The Producers,6.1,151,1,2005,12,25
45000000,6,4,9.025236,1,36,17300889,100.0,The Phantom,4.7,136,1,1996,6,6
44000000,7,4,3.770161,6,2086,13681765,192.0,Nixon,7.1,71,1,1995,12,22
45000000,4,4,21.118196,1,22,60222298,128.0,The Ghost Writer,6.7,670,1,2010,2,12
45000000,1,4,6.513856,1,66,11203026,106.0,Deep Rising,6.0,154,1,1998,1,30
45000000,13,4,11.387408,1,4,9323833,160.0,Miracle at St. Anna,6.3,90,1,2008,9,15
45000000,25,4,14.813057,1,2086,42487390,99.0,Bangkok Dangerous,5.0,332,1,2008,8,21
40000000,8,4,5.201688,15,2086,8493890,85.0,Big Trouble,6.3,80,1,2002,4,5
45000000,89,4,5.361699,1,2086,4607608,139.0,Love in the Time of Cholera,6.4,81,1,2007,10,4
45000000,32,4,3.848893,6,2086,2154540,103.0,Shadow Conspiracy,4.0,11,1,1997,1,31
45000000,1,4,35.6585,33,1,160078586,101.0,Johnny English Reborn,6.0,1007,1,2011,9,15
65000000,2,4,5.258726,1,2086,73706,87.0,Foodfight!,2.3,28,1,2012,6,15
44500000,34,4,62.01056,1,2086,232324128,120.0,Argo,7.1,3423,1,2012,10,11
44000000,1,4,54.884297,23,2086,368875760,130.0,The Fugitive,7.2,1220,1,1993,8,6
40000000,17,4,33.747825,1,2086,136000000,110.0,The Bounty Hunter,5.5,858,1,2010,3,16
44000000,30,4,16.245068,1,2086,165615285,147.0,Sleepers,7.3,715,1,1996,10,18
44000000,3,4,38.653969,2,2086,300400432,96.0,Rambo: First Blood Part II,6.3,864,1,1985,5,21
2600000,18,4,46.007991,1,2086,84300000,88.0,Pinocchio,6.9,1355,1,1940,2,23
44000000,1,4,5.380124,1,2086,3484331,219.0,Heaven's Gate,6.4,55,1,1980,11,19
50000000,1,4,49.020045,1,2086,111340801,106.0,Underworld: Evolution,6.4,1528,1,2006,1,12
40000000,4,4,24.821138,1,141,34227298,109.0,Victor Frankenstein,5.6,685,1,2015,11,10
43000000,195,4,19.043286,1,2086,80049764,136.0,Finding Forrester,7.0,302,1,2000,12,21
45000000,10,4,25.999888,1,11,50871113,103.0,Unleashed,6.6,518,1,2005,2,2
43000000,17,4,18.65632,1,2086,68696770,84.0,The Sweetest Thing,5.3,280,1,2002,4,12
